기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	수출입구분명,	당월수출입중량(킬로그램),	당월수출입미화금액(달러),	당해누계수출입중량(킬로그램),	당해누계수출입미화금액(달러),	데이터기준일자	
"2022-04","0309100000","E","식용어류분","수출","57","2619","97","5406","2022-04-30"
"2022-04","0508001000","E","산호(coral)","수출","0","0","3","1302","2022-04-30"
"2022-04","0508002010","E","진주패각","수출","0","0","5600","32287","2022-04-30"
"2022-04","0508002020","E","청패각(전복)","수출","16040","1642","16040","1642","2022-04-30"
"2022-04","0508002090","E","기타패각","수출","18000","4000","36488","28544","2022-04-30"
"2022-04","0508009000","E","연체동물/갑각류/극피동물","수출","45410","51877","154981","202160","2022-04-30"
"2022-04","0511911010","E","부화용알(브라인슈림프알)","수출","0","0","94","5028","2022-04-30"
"2022-04","0511919000","E","어류/갑각류/연체동물/수행동","수출","312880","408010","884909","1361258","2022-04-30"
"2022-04","1212211010","E","김(건조한 것)(식용의 것)","수출","1286041","16743642","5166613","75615739","2022-04-30"
"2022-04","1212211020","E","김(냉장한 것)(식용의 것)","수출","207","2983","207","2983","2022-04-30"
"2022-04","1212211090","E","김(기타)(식용의 것)","수출","9857","81322","25267","286834","2022-04-30"
"2022-04","1212212010","E","미역(건조한 것)(식용의 것)","수출","259151","2916644","736857","8663582","2022-04-30"
"2022-04","1212212020","E","미역(염장한 것)(식용의 것)","수출","287730","693012","1229716","1914161","2022-04-30"
"2022-04","1212212030","E","미역(냉장한 것)(식용의 것)","수출","0","0","4","48","2022-04-30"
"2022-04","1212212040","E","미역(냉동한 것)(식용의 것)","수출","839517","1040731","1640687","2059935","2022-04-30"
"2022-04","1212212090","E","미역(기타)(식용의 것)","수출","44766","157161","151974","572458","2022-04-30"
"2022-04","1212213010","E","톳(건조한 것)(식용의 것)","수출","45127","606588","410466","3999543","2022-04-30"
"2022-04","1212213030","E","톳(냉동한 것)(식용의 것)","수출","0","0","310","1794","2022-04-30"
"2022-04","1212213090","E","톳(기타)(식용의 것)","수출","159","1940","2214","32844","2022-04-30"
"2022-04","1212214010","E","파래(건조한 것)(식용의 것)","수출","184","2848","2122","30359","2022-04-30"
"2022-04","1212214030","E","냉동한 것","수출","813","5431","2641","16976","2022-04-30"
"2022-04","1212214090","E","파래(기타)(식용의 것)","수출","6121","123620","21168","645706","2022-04-30"
"2022-04","1212215010","E","다시마(염장한 것)(식용의 것)","수출","222687","131804","500226","347834","2022-04-30"
"2022-04","1212215030","E","다시마(냉동한 것)(식용의 것)","수출","2830","7004","6178","16131","2022-04-30"
"2022-04","1212215090","E","다시마(기타)(식용의 것)","수출","28039","336473","117372","1248349","2022-04-30"
"2022-04","1212216090","E","우뭇가사리(기타)(식용의 것)","수출","15624","137335","45508","355376","2022-04-30"
"2022-04","1212217029","E","기타","수출","0","0","1070","32178","2022-04-30"
"2022-04","1212217039","E","불등가사리(기타)(식용의 것)","수출","0","0","510","14876","2022-04-30"
"2022-04","1212219011","E","코토니 및 스피노잠(냉동)(식용의 것)","수출","0","0","77","1901","2022-04-30"
"2022-04","1212219091","E","해초류와 기타조류 기타(냉동)(식용의 것)","수출","0","0","1072","9101","2022-04-30"
"2022-04","1212219099","E","해초류와 기타조류 기타(기타)(식용의 것)","수출","24918","265533","89054","804360","2022-04-30"
"2022-04","1212291090","E","김(기타)","수출","0","0","158","1753","2022-04-30"
"2022-04","1212292090","E","미역(기타)","수출","20","343","12752","165264","2022-04-30"
"2022-04","1212293090","E","톳(기타)","수출","0","0","20","1617","2022-04-30"
"2022-04","1212295090","E","다시마(기타)","수출","464","5547","4975","32160","2022-04-30"
"2022-04","1212298039","E","말(기타)","수출","0","0","200","2189","2022-04-30"
"2022-04","1212299091","E","해초류와 기타조류 기타(냉동","수출","0","0","70","4771","2022-04-30"
"2022-04","1212299099","E","해초류와 기타조류 기타(기타)","수출","5027","8074","22999","39840","2022-04-30"
"2022-04","1302311000","E","실한천","수출","8777","325623","18415","734516","2022-04-30"
"2022-04","1302312000","E","분한천","수출","53451","1308779","159422","3849393","2022-04-30"
"2022-04","1302319000","E","한천(실한천/분한천 이외 기타)","수출","3","829","104","3525","2022-04-30"
"2022-04","1504101000","E","상어의 간유(肝油)와 그 분획물","수출","0","0","52","11627","2022-04-30"
"2022-04","1504109000","E","어류의간유/분획물(상어의간유","수출","45600","71755","243200","547300","2022-04-30"
"2022-04","1504200000","E","어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]","수출","0","0","46843","104748","2022-04-30"
"2022-04","1603003000","E","어류의액스","수출","31566","49086","115550","261320","2022-04-30"
"2022-04","1603004000","E","어류의즙","수출","14106","29658","356359","757273","2022-04-30"
"2022-04","1603009000","E","갑각류/연체동물/수생동물의","수출","44539","209436","294803","1398119","2022-04-30"
"2022-04","1604111000","E","연어(조제/밀폐용기에 넣은 것)","수출","39","807","45","933","2022-04-30"
"2022-04","1604119000","E","연어(조제/밀페용기에 넣은 것 이외 기타)","수출","435","5142","699","10727","2022-04-30"
"2022-04","1604129000","E","청어(통조림외조제품)","수출","450","5970","1590","22395","2022-04-30"
"2022-04","1604131000","E","정어리(밀폐용기에넣은것)","수출","0","0","216","1248","2022-04-30"
"2022-04","1604141011","E","다랭이(기름담금)","수출","40953","282456","141447","974237","2022-04-30"
"2022-04","1604141012","E","다랭이(보일드)","수출","0","0","288","1889","2022-04-30"
"2022-04","1604141019","E","다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수출","30300","223977","198030","1360130","2022-04-30"
"2022-04","1604141021","E","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출","135517","913459","487758","3165813","2022-04-30"
"2022-04","1604141029","E","가다랭이(기타)","수출","95248","538001","319721","1843933","2022-04-30"
"2022-04","1604141039","E","버니토우(기타)","수출","2656","84576","2656","84576","2022-04-30"
"2022-04","1604149000","E","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출","2434","25192","3433","36022","2022-04-30"
"2022-04","1604151000","E","고등어(조제/밀폐용기에 넣은 것)","수출","11212","40896","38806","135522","2022-04-30"
"2022-04","1604159000","E","고등어(조제/밀폐용기에 넣은 것 이외 기타)","수출","434","3634","8650","82936","2022-04-30"
"2022-04","1604161000","E","멸치(조제/밀폐용기에 넣은 것)","수출","2815","43340","7310","108881","2022-04-30"
"2022-04","1604169000","E","전갱이(조제/밀폐용기에 넣은 것 이외 기타)","수출","1459","19785","12175","130356","2022-04-30"
"2022-04","1604171000","E","뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출","2","4","12204","235465","2022-04-30"
"2022-04","1604179000","E","뱀장어(조제 또는 저장처리)","수출","781","20046","2830","74241","2022-04-30"
"2022-04","1604191010","E","꽁치(통조림외조제품)","수출","23465","121580","81252","402304","2022-04-30"
"2022-04","1604191020","E","전갱이(밀폐용기에넣은것)","수출","0","0","90","3293","2022-04-30"
"2022-04","1604191090","E","어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)","수출","2124","36411","10761","145317","2022-04-30"
"2022-04","1604199010","E","쥐치포(조제/밀페용기 이외 기타)","수출","9388","111494","45616","619647","2022-04-30"
"2022-04","1604199090","E","어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수출","19312","273413","153308","2303244","2022-04-30"
"2022-04","1604201000","E","생선페이스트","수출","950","5173","3140","18719","2022-04-30"
"2022-04","1604202000","E","생선마리네이드","수출","1322","20430","1330","20587","2022-04-30"
"2022-04","1604203000","E","생선소시지","수출","171429","1161356","886989","5355861","2022-04-30"
"2022-04","1604204010","E","생선묵(게맛)","수출","605137","2938556","2089844","9706207","2022-04-30"
"2022-04","1604204090","E","생선묵(게맛의 것 이외 기타)","수출","602733","2338044","3007424","10584381","2022-04-30"
"2022-04","1604209000","E","어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수출","188158","1481270","706379","6216708","2022-04-30"
"2022-04","1604310000","E","캐비아","수출","0","0","23","13222","2022-04-30"
"2022-04","1604320000","E","캐비아 대용물","수출","31144","534066","130967","2426215","2022-04-30"
"2022-04","1605101010","E","게살(밀폐용기에넣은것)","수출","1369","26643","19119","266092","2022-04-30"
"2022-04","1605101091","E","붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수출","250361","3236272","1052695","13454918","2022-04-30"
"2022-04","1605101099","E","기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수출","822","11493","83096","1129582","2022-04-30"
"2022-04","1605109000","E","게 조제품(게살 이외 기타)","수출","25659","406658","97439","1355864","2022-04-30"
"2022-04","1605211000","E","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)","수출","1597","17212","22414","190148","2022-04-30"
"2022-04","1605219000","E","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)","수출","8443","82270","40007","325093","2022-04-30"
