일련번호,조사서번호,사망자수,부상자수,인명피해수,재산피해금액,상급기관명,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,위치정보X,위치정보Y,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,귀소일자,귀소시각,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,시설장소대분류명,시설장소중분류명,시설장소소분류명,화재유형명,발화지점,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,최초착화물소분류명,연소확대물대분류명,연소확대물소분류명,발생원인,전체인력수합계,동원소방력수,동원의용소방력수,동원경찰수,동원일반직수,동원군인수,동원전기가스유관기관수,기타동원명수,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
73,1.60411E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20160411,125100,20160411,125138,,,20160411,125358,20160411,130324,20160411,14658,20160411,135511,20160411,150634,926,5147,10,8,0,강원도,춘천시,신북읍,,산2,영서로3618,임야,산불,공유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,96,20,11,10,10,0,45,0,11,맑음,0,0,,,
74,1.60414E+14,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20160414,133600,20160414,133629,,,20160414,133905,20160414,135529,20160414,15633,20160414,135901,20160414,153101,1624,332,25,12,0,강원도,철원군,철원읍,,1112,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,75,10,0,4,11,30,20,0,5,맑음,0,0,,,
75,1.60416E+14,0,0,0,0,강원소방본부,삼척소방서,봉황119안전센터,,20160416,151100,20160416,151110,,,20160416,151130,20160416,152515,20160416,34024,20160416,163525,20160416,171025,1345,11010,15,15,8,강원도,삼척시,미로면,,161-5,,임야,산불,사유림,임야,산중턱,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,,248,18,20,6,0,0,120,84,17,구름조금,15,35,225,8,
76,1.60424E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20160424,11100,20160424,11124,,,20160424,11755,20160424,15345,20160424,65115,20160424,65515,20160424,70915,3550,50130,75,32,5,강원도,양구군,해안면,,산119,해안서화로197-15,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,24,2,0,0,20,2,0,0,2,맑음,6,70,315,4,
77,1.60424E+14,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,임원119지역대,20160424,95300,20160424,95319,,,20160424,95412,20160424,100848,20160424,104748,20160424,120348,20160424,132148,1436,15500,45,15,11,강원도,삼척시,원덕읍,,367,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타,193,15,72,5,55,0,35,11,15,구름조금,15,40,180,4,
78,1.60426E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20160425,130500,20160425,130521,,,20160425,130821,20160425,134018,20160425,33018,20160425,163018,20160426,170018,3157,25000,55,21,24,강원도,화천군,화천읍,,296,호음로151-21,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,기타,기타,,17,2,0,0,9,6,0,0,5,맑음,0,0,,,
79,1.60428E+14,0,0,0,0,강원소방본부,춘천소방서,사내119안전센터,,20160427,231900,20160427,231921,,,20160427,232221,20160427,233606,20160427,113606,20160427,234106,20160428,2506,1345,500,54,10,0,강원도,화천군,사내면,,273-40,천문대길47,임야,산불,사유림,임야,평지,기타,작동기기,전기적아크,전기적요인,절연열화에의한단락,종이/목재/건초등,건초,,,,8,4,0,2,0,0,2,0,4,흐림,8,39,135,8,
80,1.60429E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20160429,135300,20160429,135310,,,20160429,135458,20160429,144641,20160429,51556,20160429,191027,20160429,205559,5143,42346,75,35,5,강원도,양구군,해안면,,24-13,펀치볼로1350,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,34,4,0,0,0,30,0,0,6,맑음,21,20,315,4,
81,1.60501E+14,0,0,0,0,강원소방본부,강릉소방서,주문진119안전센터,,20160430,190200,20160430,190247,,,20160430,190328,20160430,191937,20160430,80000,20160430,201500,20160430,214038,1609,5523,27,15,0,강원도,강릉시,연곡면,,71,,임야,산불,사유림,임야,산아래,취사행위,마찰/전도/복사,화염전도/복사열,부주의,음식물조리중,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서,298,20,118,30,70,0,60,0,20,맑음,22,39,270,8,강풍주의보
82,1.60502E+14,0,0,0,0,강원소방본부,원주소방서,우산119안전센터,,20160502,110500,20160502,110528,,,20160502,110640,20160502,112831,20160502,114023,20160502,114023,20160502,130602,2151,1152,17,12,0,강원도,원주시,호저면,,산66,향산길116-17,임야,산불,사유림,임야,평지,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,73,11,0,2,15,0,0,45,7,맑음,26,39,225,4,
83,1.60506E+14,0,0,0,161,강원소방본부,삼척소방서,봉황119안전센터,,20160506,31200,20160506,31211,,,20160506,31325,20160506,31810,20160506,32541,20160506,33525,20160506,35027,445,1715,4,4,0,강원도,삼척시,교동,,515-17,,임야,산불,공유림,임야,산정상,미상,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,기타,,,,15,13,0,2,0,0,0,0,6,구름많음,21,49,225,4,
84,1.60507E+14,0,0,0,2310,강원소방본부,삼척소방서,도계119안전센터,,20160507,164700,20160507,164712,,,20160507,164832,20160507,165210,20160507,60250,20160507,184411,20160507,191002,338,15201,37,20,2,강원도,삼척시,하장면,,25,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,175,13,24,3,0,0,135,0,4,맑음,20,30,225,4,
85,1.60512E+14,0,0,0,544,강원소방본부,삼척소방서,근덕119안전센터,,20160512,172400,20160512,172440,,,20160512,172557,20160512,174549,20160512,55549,20160512,182749,20160512,201649,1952,4200,25,15,0,강원도,삼척시,근덕면,,산53,방재로303,임야,산불,국유림,임야,산정상,군경사격장,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,207,16,15,6,100,50,10,10,9,맑음,19,40,90,4,
86,1.60514E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20160514,123900,20160514,123948,,,20160514,124051,20160514,131036,20160514,20136,20160514,142020,20160514,154727,2945,10944,29,11,24,강원도,정선군,신동읍,,176,,임야,산불,사유림,임야,평지,논/밭두렁,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,71,8,5,3,30,0,25,0,102,맑음,26,9,135,4,
87,1.60514E+14,0,0,0,0,강원소방본부,정선소방서,사북119안전센터,남면119지역대,20160514,152000,20160514,152044,,,20160514,152548,20160514,154534,20160514,43755,20160514,172645,20160514,174616,1946,14111,34,14,13,강원도,정선군,남면,,135,,임야,산불,공유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,화재인지/신고지연,107,8,11,2,44,0,42,0,106,맑음,27,14,225,4,
88,1.60515E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20160515,131100,20160515,131133,,,20160515,131239,20160515,134008,20160515,30052,20160515,155052,20160515,165052,2729,21044,33,9,19,강원도,정선군,신동읍,,174,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,가연성물질의급격한연소,109,6,11,2,35,0,50,5,16,맑음,23,50,45,4,
89,1.60518E+14,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20160518,111400,20160518,111459,,,20160518,111715,20160518,113650,20160518,124500,20160518,124500,20160518,124500,1935,10810,9,9,0,강원도,고성군,죽왕면,,,구성1길11,임야,산불,국유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,화학적요인,화학적폭발,종이/목재/건초등,풀/나뭇잎,,,,15,8,0,4,3,0,0,0,4,맑음,20,35,135,4,
90,1.60518E+14,0,0,0,0,강원소방본부,고성소방서,거진119안전센터,,20160518,115700,20160518,115727,,,20160518,120657,20160518,123612,20160518,74408,20160518,194408,20160518,200312,2915,70756,29,12,0,강원도,고성군,현내면,,,통일전망대로452,임야,산불,국유림,임야,미상,미상,불꽃/불티,비화,미상,미상,미상,미상,,,,3,3,0,0,0,0,0,0,2,맑음,27,35,135,4,
91,1.60518E+14,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20160518,130300,20160518,130335,,,20160518,130453,20160518,133107,20160518,13707,20160518,153907,20160518,180007,2614,20800,8,8,0,강원도,양양군,강현면,,6,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,기타,기타,기타,기타,,132,25,56,4,0,0,47,0,19,맑음,27,28,135,4,
92,1.6052E+14,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,소초119지역대,20160520,150700,20160520,150717,,,20160520,150844,20160520,153237,20160520,35335,20160520,155335,20160520,163320,2353,2058,12,9,7,강원도,원주시,소초면,,992-58,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,건초,,,,32,10,0,2,5,0,15,0,9,맑음,29,20,315,4,
93,1.60521E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20160521,150400,20160521,150406,,,20160521,150651,20160521,151859,20160521,42526,20160521,163414,20160521,170355,1208,11515,15,10,0,강원도,춘천시,신동면,,산85-1,옛경춘로114,임야,산불,사유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,,,,53,15,0,3,15,0,0,20,8,맑음,0,0,,,
94,1.60521E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20160521,195400,20160521,195455,,,20160521,195522,20160521,200411,20160521,84845,20160521,205428,20160521,213755,849,5017,52,8,13,강원도,양구군,양구읍,,6,학안로159-7,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,33,10,12,6,0,0,5,0,8,맑음,0,0,,,
95,1.60522E+14,0,0,0,0,강원소방본부,인제소방서,기린119안전센터,상남119지역대,20160522,142600,20160522,142602,,,20160522,142658,20160522,144326,20160522,35825,20160522,170633,20160522,172017,1628,22307,45,12,10,강원도,인제군,상남면,,1289-7,,임야,산불,국유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,84,7,27,3,10,0,37,0,11,맑음,28,14,0,8,
96,1.60522E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20160522,174100,20160522,174105,,,20160522,174126,20160522,175342,20160522,60436,20160522,190103,20160522,192043,1216,10721,12,9,0,강원도,춘천시,신동면,,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,29,10,0,4,0,0,15,0,9,맑음,31,24,270,4,
97,1.6053E+14,0,0,0,2333,강원소방본부,평창소방서,진부119안전센터,,20160530,134800,20160530,134841,,,20160530,134853,20160530,140243,20160530,22248,20160530,151646,20160530,165612,1350,11403,48,5,0,강원도,평창군,진부면,,산191-2,약수동길111-13,임야,산불,공유림,임야,산중턱,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,80,17,24,5,19,0,0,15,12,맑음,27,33,270,4,
98,1.60603E+14,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,남면119지역대,20160603,112500,20160603,112504,,,20160603,112504,20160603,113410,20160603,123456,20160603,124034,20160603,143311,906,10624,19,19,6,강원도,인제군,남면,,352,,임야,산불,사유림,임야,산중턱,입산자실화,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,138,8,14,5,28,30,35,18,11,맑음,26,27,180,8,
99,1.60604E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20160604,110100,20160604,110142,,,20160604,110352,20160604,111354,20160604,122054,20160604,130254,20160604,131554,1002,14900,23,10,26,강원도,화천군,하남면,,252,춘화로2688-40,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,28,4,0,4,16,0,4,0,3,맑음,0,0,,,
100,1.60607E+14,0,0,0,0,강원소방본부,고성소방서,동광119안전센터,,20160605,192900,20160605,192940,,,20160605,193058,20160605,193547,20160605,75008,20160605,195008,20160605,200503,449,1421,10,5,0,강원도,고성군,죽왕면,,산35-6,삼포해변길9,임야,산불,사유림,임야,평지,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,14,14,0,0,0,0,0,0,6,맑음,17,82,45,4,
101,1.60606E+14,0,0,0,0,강원소방본부,강릉소방서,주문진119안전센터,,20160606,123400,20160606,123457,,,20160606,123559,20160606,131001,20160606,12043,20160606,140643,20160606,160005,3402,5642,25,10,0,강원도,강릉시,연곡면,,215,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,건초,기타/원거리소방서/화재인지/신고지연,89,15,20,7,37,0,0,10,15,맑음,21,67,45,4,
102,1.60606E+14,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,남면119지역대,20160606,141100,20160606,141109,,,20160606,141241,20160606,143936,20160606,40440,20160606,170710,20160606,175533,2655,22734,10,10,4,강원도,인제군,남면,,,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,51,4,20,2,15,0,10,0,7,구름많음,27,32,225,4,
103,1.60609E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20160608,153300,20160608,153316,,,20160608,153421,20160608,155244,20160608,40244,20160608,160652,20160608,165844,1823,1408,46,11,24,강원도,화천군,화천읍,,106,한묵령로270,임야,산불,국유림,임야,산중턱,기타,폭발물/폭죽,폭탄/탄약,화학적요인,화학적폭발,종이/목재/건초등,풀/나뭇잎,,,,110,6,0,0,4,100,0,0,2,맑음,0,0,,,
104,1.6061E+14,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,내촌119지역대,20160610,125300,20160610,125321,,,20160610,125616,20160610,130235,20160610,15625,20160610,140744,20160610,142522,619,10509,30,24,3,강원도,홍천군,내촌면,,277-1,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,,72,8,45,5,12,0,0,2,9,맑음,32,12,270,4,
105,1.6061E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20160610,130700,20160610,130700,,,20160610,130712,20160610,133605,20160610,21446,20160610,141932,20160610,154152,2853,4327,32,14,25,강원도,정선군,신동읍,,13,,임야,산불,국유림,임야,평지,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,,,,38,7,0,3,18,0,0,10,6,맑음,30,29,315,4,
106,1.60617E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20160617,130200,20160617,130221,,,20160617,130730,20160617,131829,20160617,14958,20160617,140205,20160617,150007,1059,4336,16,10,0,강원도,춘천시,서면,,산165,박사로59,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,59,15,0,8,0,0,36,0,15,맑음,28,49,180,4,
107,1.6062E+14,0,0,0,0,강원소방본부,원주소방서,혁신119안전센터,명륜119지역대,20160620,152700,20160620,152741,,,20160620,153026,20160620,153738,20160620,34827,20160620,165951,20160620,173216,712,12213,10,10,0,강원도,원주시,흥업면,,91,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,58,8,18,0,10,0,2,20,4,맑음,29,36,270,4,
108,1.60629E+14,0,0,0,4332,강원소방본부,횡성소방서,횡성119안전센터,,20160629,151400,20160629,151400,,,20160629,151420,20160629,152352,20160629,35749,20160629,155749,20160629,165045,932,3357,36,9,0,강원도,횡성군,서원면,,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,55,8,10,0,35,0,0,2,7,맑음,30,52,225,4,
109,1.60818E+14,0,0,0,136,강원소방본부,횡성소방서,횡성119안전센터,서원119지역대,20160818,155500,20160818,155559,,,20160818,161704,20160818,170707,20160818,51952,20160818,191135,20160818,194709,5003,20428,24,24,12,강원도,횡성군,서원면,,100,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,76,17,0,0,56,0,0,3,14,맑음,24,25,180,4,
110,1.60823E+14,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,귀래119지역대,20160823,161000,20160823,161026,,,20160823,161322,20160823,163415,20160823,53007,20160823,174034,20160823,181100,2053,10619,30,30,10,강원도,원주시,귀래면,,325,,임야,산불,사유림,임야,산정상,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,34,12,0,2,0,0,20,0,6,맑음,33,20,,,
111,1.6092E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20160920,140200,20160920,140233,,,20160920,140417,20160920,142817,20160920,40000,20160920,163000,20160920,172624,2400,20143,25,18,0,강원도,춘천시,사북면,,102,용화산로76-117,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,52,12,10,0,10,0,20,0,4,구름조금,23,35,45,4,
112,1.61023E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,두촌119지역대,20161023,130100,20161023,130121,,,20161023,130710,20161023,132559,20161023,14521,20161023,134521,20161023,134555,1849,1922,25,25,9,강원도,홍천군,두촌면,,134-133,,임야,산불,국유림,임야,산정상,모닥불,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,11,11,0,0,0,0,0,0,6,비,12,66,45,4,
